tip	date	distance	residual
hCoV-19/PapuaNewGuinea/13/2020|EPI_ISL_693483|2020-10-06	2020.7622950819673	6.3075112290565E-4	-2.314612321067317E-4
hCoV-19/PapuaNewGuinea/11/2020|EPI_ISL_693481|2020-09-15	2020.704918032787	4.8275112290564976E-4	-3.263132956397968E-4
hCoV-19/PapuaNewGuinea/3/2020|EPI_ISL_693473|2020-08-21	2020.636612021858	5.7875112290565E-4	-1.670419427028632E-4
hCoV-19/PapuaNewGuinea/8/2020|EPI_ISL_693478|2020-09-01	2020.6666666666667	6.7475112290565E-4	-9.888133799524712E-5
hCoV-19/India/DL-NCDC-3831/2020|EPI_ISL_436437|2020-04-08	2020.2677595628415	2.997511229056498E-4	-1.0437663684386762E-4
hCoV-19/India/TG-CCMB-J222/2020|EPI_ISL_450332|2020-04-01	2020.2486338797814	3.337511229056498E-4	-5.266065802148187E-5
hCoV-19/Taiwan/NTU04/2020|EPI_ISL_422407|2020-03-04	2020.172131147541	3.337511229056498E-4	1.8203257267616988E-5
hCoV-19/Malaysia/6088/2020|EPI_ISL_501216|2020-04-06	2020.2622950819673	5.7675112290565E-4	1.7768507139090959E-4
hCoV-19/Pakistan/KP-RMI-01/2020|EPI_ISL_632908|2020-04-01	2020.2486338797814	5.287511229056499E-4	1.423393419785182E-4
hCoV-19/India/DL-NCDC-3175/2020|EPI_ISL_436426|2020-04-05	2020.25956284153	5.907511229056499E-4	1.942159255087421E-4
hCoV-19/Singapore/353/2020|EPI_ISL_469108|2020-05-14	2020.3661202185792	5.407511229056499E-4	4.551261492703729E-5
hCoV-19/India/GJ-GBRC10/2020|EPI_ISL_437438|2020-04-24	2020.311475409836	6.397511229056501E-4	1.9512969727658418E-4
hCoV-19/Singapore/1320/2020|EPI_ISL_648808|2020-05-21	2020.3852459016393	5.417511229056499E-4	2.8796636104651578E-5
hCoV-19/Singapore/288/2020|EPI_ISL_462406|2020-04-30	2020.327868852459	5.437511229056498E-4	8.394457257158668E-5
hCoV-19/Singapore/509/2020|EPI_ISL_479587|2020-05-20	2020.3825136612022	5.9175112290565E-4	8.132749022226227E-5
hCoV-19/Singapore/717/2020|EPI_ISL_498615|2020-07-20	2020.549180327869	7.897511229056501E-4	1.2494538905623385E-4
hCoV-19/Singapore/797/2020|EPI_ISL_512833|2020-07-23	2020.5573770491803	7.897511229056501E-4	1.1735282670384626E-4
hCoV-19/Singapore/846/2020|EPI_ISL_518010|2020-07-12	2020.5273224043715	7.887511229056499E-4	1.4419222199623E-4
hCoV-19/Singapore/771/2020|EPI_ISL_509381|2020-07-15	2020.535519125683	7.377511229056501E-4	8.559965964362055E-5
hCoV-19/Singapore/873/2020|EPI_ISL_536414|2020-04-05	2020.25956284153	4.477511229056497E-4	5.121592550874193E-5
hCoV-19/Singapore/1279/2020|EPI_ISL_648764|2020-05-07	2020.3469945355191	4.4875112290564974E-4	-2.8771406250577096E-5
hCoV-19/Singapore/84/2020|EPI_ISL_435689|2020-04-18	2020.295081967213	5.427511229056498E-4	1.1331482198135906E-4
hCoV-19/Singapore/601nan/2020|EPI_ISL_500555|2020-06-30	2020.4945355191257	7.407511229056503E-4	1.2656247140578072E-4
hCoV-19/Singapore/1369/2020|EPI_ISL_648721|2020-06-29	2020.4918032786886	7.407511229056503E-4	1.2909332552316923E-4
hCoV-19/Singapore/802/2020|EPI_ISL_512838|2020-07-26	2020.5655737704917	7.407511229056503E-4	6.076026435145889E-5
hCoV-19/Singapore/1379/2020|EPI_ISL_648733|2020-07-10	2020.5218579234972	6.417511229056502E-4	2.2539302310072614E-6
hCoV-19/Singapore/686/2020|EPI_ISL_498584|2020-07-04	2020.5054644808743	5.927511229056499E-4	-3.156094506399573E-5
hCoV-19/Singapore/779/2020|EPI_ISL_509389|2020-07-11	2020.5245901639344	5.447511229056499E-4	-9.727692388638155E-5
hCoV-19/Singapore/842/2020|EPI_ISL_518006|2020-07-19	2020.5464480874316	5.9175112290565E-4	-7.052375682615564E-5
hCoV-19/Singapore/761/2020|EPI_ISL_507006|2020-04-27	2020.3196721311476	6.877511229056502E-4	2.3553713492397463E-4
hCoV-19/Singapore/1294/2020|EPI_ISL_648779|2020-05-11	2020.3579234972678	5.9175112290565E-4	1.0410517727942503E-4
hCoV-19/Singapore/1359/2020|EPI_ISL_648710|2020-06-21	2020.4699453551912	6.4075112290565E-4	4.934015846316526E-5
hCoV-19/Singapore/290/2020|EPI_ISL_462408|2020-04-14	2020.2841530054645	4.4975112290564977E-4	3.043823845113512E-5
hCoV-19/Singapore/962/2020|EPI_ISL_538497|2020-04-10	2020.2732240437158	4.4975112290564977E-4	4.056165492113327E-5
hCoV-19/Singapore/1277/2020|EPI_ISL_648762|2020-05-06	2020.344262295082	4.4975112290564977E-4	-2.5240552133188557E-5
hCoV-19/Singapore/1059/2020|EPI_ISL_583894|2020-08-29	2020.6584699453551	7.9075112290565E-4	2.471122435736251E-5
hCoV-19/Singapore/390/2020|EPI_ISL_469139|2020-06-06	2020.4289617486338	6.017511229056498E-4	4.830297022510302E-5
hCoV-19/Singapore/1325/2020|EPI_ISL_648813|2020-05-24	2020.3934426229507	5.547511229056498E-4	3.4204073752485916E-5
hCoV-19/Singapore/704/2020|EPI_ISL_498602|2020-06-07	2020.431693989071	7.007511229056504E-4	1.4477211610771507E-4
hCoV-19/Singapore/1262/2020|EPI_ISL_648746|2020-05-04	2020.3387978142077	5.537511229056499E-4	8.38211561018106E-5
hCoV-19/Singapore/781/2020|EPI_ISL_509391|2020-06-19	2020.464480874317	6.037511229056499E-4	1.7401866697942152E-5
hCoV-19/Singapore/1374/2020|EPI_ISL_648727|2020-07-02	2020.5	7.027511229056504E-4	8.35007631707818E-5
hCoV-19/Singapore/567/2020|EPI_ISL_483590|2020-06-24	2020.4781420765028	7.007511229056504E-4	1.01747596110556E-4
hCoV-19/Singapore/840/2020|EPI_ISL_518004|2020-07-22	2020.5546448087432	7.487511229056505E-4	7.888368082123519E-5
hCoV-19/Singapore/1256/2020|EPI_ISL_648674|2020-05-03	2020.3360655737704	4.567511229056497E-4	-1.0647989780578971E-5
hCoV-19/Singapore/588/2020|EPI_ISL_483611|2020-06-27	2020.4863387978141	5.087511229056496E-4	-9.784496624183235E-5
hCoV-19/Singapore/684/2020|EPI_ISL_498582|2020-07-09	2020.51912568306	5.087511229056496E-4	-1.2821521565160475E-4
hCoV-19/Singapore/591nan/2020|EPI_ISL_648716|2020-06-25	2020.48087431694	5.087511229056496E-4	-9.278325800683327E-5
hCoV-19/Singapore/1383/2020|EPI_ISL_648737|2020-07-18	2020.5437158469945	7.497511229056504E-4	9.000709729123325E-5
hCoV-19/Singapore/1299/2020|EPI_ISL_648784|2020-05-13	2020.363387978142	6.037511229056499E-4	1.1104346904442582E-4
hCoV-19/Singapore/801/2020|EPI_ISL_512837|2020-07-25	2020.5628415300546	8.477511229056502E-4	1.7029111846906934E-4
hCoV-19/Singapore/1327/2020|EPI_ISL_648816|2020-05-30	2020.4098360655737	6.5375112290565E-4	1.1801894904748893E-4
hCoV-19/Singapore/1086/2020|EPI_ISL_596476|2020-08-05	2020.5928961748634	8.477511229056502E-4	1.4245172317668546E-4
hCoV-19/Singapore/1307/2020|EPI_ISL_648794|2020-05-16	2020.3715846994535	5.537511229056499E-4	5.345090669226025E-5
hCoV-19/Singapore/1297/2020|EPI_ISL_648782|2020-05-12	2020.360655737705	5.537511229056499E-4	6.357432316203635E-5
hCoV-19/Singapore/958/2020|EPI_ISL_538492|2020-04-08	2020.2677595628415	5.017511229056498E-4	9.762336315613236E-5
hCoV-19/Singapore/1220/2020|EPI_ISL_648636|2020-04-23	2020.308743169399	5.017511229056498E-4	5.966055139397237E-5
hCoV-19/Singapore/512/2020|EPI_ISL_479590|2020-05-23	2020.3907103825136	4.5275112290564973E-4	-6.526507213012561E-5
hCoV-19/Singapore/411/2020|EPI_ISL_475942|2020-04-28	2020.3224043715848	5.007511229056497E-4	4.600628080658558E-5
hCoV-19/Singapore/549/2020|EPI_ISL_482696|2020-05-18	2020.377049180328	5.987511229056499E-4	9.338919845703914E-5
hCoV-19/Singapore/1199/2020|EPI_ISL_648615|2020-04-20	2020.3005464480875	5.027511229056497E-4	6.825311374635988E-5
hCoV-19/Singapore/529/2020|EPI_ISL_479485|2020-04-26	2020.3169398907103	4.997511229056497E-4	5.0067989041584736E-5
hCoV-19/Singapore/1180/2020|EPI_ISL_648108|2020-04-12	2020.27868852459	4.987511229056497E-4	8.449994668635618E-5
hCoV-19/Singapore/1266/2020|EPI_ISL_648750|2020-05-05	2020.3415300546449	4.987511229056497E-4	2.62903019841999E-5
hCoV-19/Singapore/754/2020|EPI_ISL_500568|2020-06-08	2020.4344262295083	5.9475112290565E-4	3.62412619901041E-5
hCoV-19/Singapore/1328/2020|EPI_ISL_648817|2020-05-31	2020.4125683060108	5.9475112290565E-4	5.648809493010039E-5
hCoV-19/Singapore/515/2020|EPI_ISL_479593|2020-05-26	2020.3989071038252	5.957511229056499E-4	7.014236551726493E-5
hCoV-19/Singapore/604/2020|EPI_ISL_490054|2020-06-28	2020.4890710382513	5.987511229056499E-4	-1.0375820359220626E-5
hCoV-19/Singapore/752/2020|EPI_ISL_500566|2020-06-10	2020.4398907103825	5.987511229056499E-4	3.517955375532695E-5
hCoV-19/Singapore/767/2020|EPI_ISL_509377|2020-06-04	2020.4234972677596	5.987511229056499E-4	5.0364678460102126E-5
hCoV-19/Singapore/768/2020|EPI_ISL_509378|2020-06-03	2020.4207650273224	5.987511229056499E-4	5.289553257749064E-5
hCoV-19/Singapore/834_2/2020|EPI_ISL_518013|2020-06-15	2020.4535519125684	6.447511229056501E-4	6.852528316771849E-5
hCoV-19/Singapore/836_2/2020|EPI_ISL_518016|2020-06-16	2020.4562841530055	5.797511229056499E-4	9.944290503298078E-7
hCoV-19/Singapore/652/2020|EPI_ISL_493412|2020-04-22	2020.3060109289618	4.977511229056497E-4	5.819140551136079E-5
hCoV-19/Singapore/320/2020|EPI_ISL_475937|2020-05-19	2020.379781420765	5.427511229056498E-4	3.485834433965057E-5
hCoV-19/Singapore/1242/2020|EPI_ISL_648659|2020-04-29	2020.3251366120219	5.907511229056499E-4	1.334754266891973E-4
hCoV-19/Singapore/508/2020|EPI_ISL_479586|2020-05-15	2020.3688524590164	4.4275112290564976E-4	-5.501823919035133E-5
hCoV-19/Singapore/560/2020|EPI_ISL_483583|2020-04-11	2020.275956284153	4.4375112290564973E-4	3.203080080374472E-5
hCoV-19/Singapore/560nan/2020|EPI_ISL_648090|2020-04-04	2020.2568306010928	4.4375112290564973E-4	4.974677962613045E-5
hCoV-19/Singapore/628/2020|EPI_ISL_490078|2020-05-10	2020.3551912568305	4.4375112290564973E-4	-4.13639686029647E-5
hCoV-19/Singapore/1287/2020|EPI_ISL_648772|2020-05-09	2020.3524590163934	4.4375112290564973E-4	-3.883311448557618E-5
hCoV-19/Singapore/939/2020|EPI_ISL_538473|2020-04-03	2020.2540983606557	4.4375112290564973E-4	5.227763374351897E-5
hCoV-19/Singapore/1408/2020|EPI_ISL_648661|2020-05-01	2020.3306010928961	4.4375112290564973E-4	-1.8586281545801932E-5
hCoV-19/Singapore/497/2020|EPI_ISL_479575|2020-04-19	2020.2978142076502	5.377511229056498E-4	1.0578396786397053E-4
hCoV-19/Singapore/522/2020|EPI_ISL_479600|2020-04-15	2020.2868852459017	3.937511229056498E-4	-2.8092615666253345E-5
hCoV-19/Malaysia/189332/2020|EPI_ISL_417917|2020-03-20	2020.2158469945355	4.917511229056498E-4	1.3570959138806842E-4
hCoV-19/Singapore/416/2020|EPI_ISL_475947|2020-04-21	2020.3032786885246	4.917511229056498E-4	5.472225962897142E-5
hCoV-19/Singapore/546/2020|EPI_ISL_482693|2020-05-27	2020.4016393442623	6.887511229056501E-4	1.606115113998766E-4
hCoV-19/Singapore/1376/2020|EPI_ISL_648729|2020-07-05	2020.5081967213114	6.397511229056501E-4	1.2908200818393875E-5
hCoV-19/Singapore/864/2020|EPI_ISL_527373|2020-08-20	2020.6338797814208	5.927511229056499E-4	-1.5051108858547477E-4
hCoV-19/Singapore/880/2020|EPI_ISL_536421|2020-08-30	2020.6612021857923	5.9475112290565E-4	-1.73819629760026E-4
hCoV-19/Singapore/889/2020|EPI_ISL_536430|2020-09-03	2020.672131147541	5.9675112290565E-4	-1.819430462300241E-4
hCoV-19/Singapore/1389/2020|EPI_ISL_645116|2020-09-16	2020.707650273224	6.4375112290565E-4	-1.6784414975718506E-4
hCoV-19/Singapore/891/2020|EPI_ISL_536432|2020-09-06	2020.6803278688524	5.937511229056499E-4	-1.9253560858241187E-4
hCoV-19/Singapore/235/2020|EPI_ISL_462353|2020-04-07	2020.2650273224044	4.927511229056497E-4	9.115421727352076E-5
hCoV-19/Singapore/352/2020|EPI_ISL_469107|2020-05-28	2020.4043715846994	4.927511229056497E-4	-3.791934271751233E-5
hCoV-19/Singapore/415nan/2020|EPI_ISL_648648|2020-04-25	2020.3142076502731	3.957511229056498E-4	-5.140115684080463E-5
hCoV-19/Singapore/301/2020|EPI_ISL_462419|2020-04-06	2020.2622950819673	4.927511229056497E-4	9.368507139090928E-5
hCoV-19/Singapore/511/2020|EPI_ISL_479589|2020-05-22	2020.3879781420765	4.927511229056497E-4	-2.2734218012737152E-5
hCoV-19/Singapore/666/2020|EPI_ISL_498564|2020-07-03	2020.5027322404371	4.927511229056497E-4	-1.2903009094660748E-4
hCoV-19/Singapore/362/2020|EPI_ISL_469117|2020-04-13	2020.2814207650274	3.957511229056498E-4	-2.1030907431254277E-5
hCoV-19/Singapore/1168/2020|EPI_ISL_648096|2020-04-09	2020.2704918032787	3.957511229056498E-4	-1.0907490961256129E-5
hCoV-19/Singapore/985nan/2020|EPI_ISL_648068|2020-03-20	2020.2158469945355	3.957511229056498E-4	3.9709591388068476E-5
hCoV-19/Singapore/224/2020|EPI_ISL_462342|2020-03-30	2020.2431693989072	5.737511229056498E-4	1.9240105021329514E-4
hCoV-19/Singapore/611/2020|EPI_ISL_490061|2020-05-08	2020.3497267759562	4.927511229056497E-4	1.269773963203432E-5
hCoV-19/Singapore/1310/2020|EPI_ISL_648797|2020-05-17	2020.3743169398906	4.457511229056498E-4	-5.7079947425350385E-5
hCoV-19/Singapore/689/2020|EPI_ISL_498587|2020-07-08	2020.516393442623	6.8775112290565E-4	5.331563846600615E-5
hCoV-19/Singapore/814/2020|EPI_ISL_516814|2020-08-10	2020.6065573770493	6.417511229056499E-4	-7.620254741070144E-5
hCoV-19/Singapore/853/2020|EPI_ISL_527362|2020-08-21	2020.636612021858	6.4075112290565E-4	-1.050419427028632E-4
hCoV-19/Singapore/692/2020|EPI_ISL_498590|2020-07-07	2020.5136612021859	6.3875112290565E-4	6.8464925833946685E-6
hCoV-19/Singapore/805/2020|EPI_ISL_512841|2020-07-29	2020.5737704918033	6.3875112290565E-4	-4.883229800092901E-5
hCoV-19/Singapore/344/2020|EPI_ISL_469098|2020-04-01	2020.2486338797814	4.4375112290564973E-4	5.733934197851804E-5
hCoV-19/Singapore/1148/2020|EPI_ISL_648057|2020-04-17	2020.292349726776	5.397511229056498E-4	1.1284567609896965E-4
hCoV-19/Singapore/1329/2020|EPI_ISL_648818|2020-06-01	2020.4153005464482	5.887511229056501E-4	4.7957240812489905E-5
hCoV-19/Singapore/655/2020|EPI_ISL_493415|2020-03-29	2020.24043715847	3.897511229056498E-4	1.0931904330683682E-5
hCoV-19/Singapore/568/2020|EPI_ISL_483591|2020-05-29	2020.4071038251366	6.347511229056501E-4	1.0154980316487753E-4
hCoV-19/Singapore/667nan/2020|EPI_ISL_648724|2020-07-01	2020.4972677595629	8.347511229056497E-4	2.1803161728816962E-4
hCoV-19/Singapore/808/2020|EPI_ISL_516808|2020-08-11	2020.6092896174864	9.307511229056497E-4	2.1026659847168776E-4
hCoV-19/Singapore/751/2020|EPI_ISL_500563|2020-06-13	2020.448087431694	7.827511229056498E-4	2.1158699140293928E-4
hCoV-19/Singapore/727/2020|EPI_ISL_500548|2020-06-23	2020.4754098360656	6.9275112290565E-4	9.627845022794411E-5
hCoV-19/Singapore/764/2020|EPI_ISL_509374|2020-06-17	2020.4590163934427	6.9475112290565E-4	1.1346357493294138E-4
hCoV-19/Singapore/770/2020|EPI_ISL_509380|2020-07-16	2020.5382513661202	7.4175112290565E-4	8.706880552623191E-5
hCoV-19/Singapore/774/2020|EPI_ISL_509384|2020-07-14	2020.532786885246	6.917511229056501E-4	4.213051376100903E-5
hCoV-19/Singapore/870/2020|EPI_ISL_527379|2020-08-25	2020.6475409836066	6.907511229056499E-4	-6.516535917286143E-5
hCoV-19/Singapore/748/2020|EPI_ISL_500562|2020-06-22	2020.4726775956285	7.3575112290565E-4	1.4180930434555474E-4
hCoV-19/Singapore/756/2020|EPI_ISL_500570|2020-06-05	2020.4262295081967	0.0010297511229056498	4.7883382434271357E-4
hCoV-19/Singapore/849/2020|EPI_ISL_518014|2020-06-14	2020.450819672131	5.8475112290565E-4	1.105613728555094E-5
hCoV-19/Singapore/1250/2020|EPI_ISL_648668|2020-05-02	2020.3333333333333	5.367511229056499E-4	7.18828643368097E-5
hCoV-19/Singapore/821/2020|EPI_ISL_516821|2020-07-06	2020.5109289617487	5.8475112290565E-4	-4.462265329921683E-5
hCoV-19/India/HR-THSTI-BAL-231/2020|EPI_ISL_454862|2020-04-11	2020.275956284153	3.427511229056498E-4	-6.896919919625519E-5
hCoV-19/India/MH-CCMB-NIV2/2020|EPI_ISL_450322|2020-04-04	2020.2568306010928	3.487511229056498E-4	-4.525322037386947E-5
hCoV-19/Malaysia/UNIMAS-C012N/2020|EPI_ISL_718156|2020-05-19	2020.379781420765	3.487511229056498E-4	-1.5914165566034943E-4
hCoV-19/Malaysia/9857/2020|EPI_ISL_501227|2020-03-21	2020.2185792349726	3.487511229056498E-4	-9.821262729320043E-6
hCoV-19/Malaysia/1121/2020|EPI_ISL_501182|2020-03-24	2020.2267759562842	3.4775112290564983E-4	-1.84138250817076E-5
hCoV-19/Singapore/47/2020|EPI_ISL_428826|2020-03-17	2020.207650273224	3.4775112290564983E-4	-6.9784625954391E-7
hCoV-19/Madagascar/VIRO-2722/2020|EPI_ISL_677635|2020-03-26	2020.2322404371585	3.947511229056498E-4	2.3524466683293274E-5
hCoV-19/Timor-Leste/TL07/2020|EPI_ISL_456606|2020-04-11	2020.275956284153	3.4975112290564983E-4	-6.196919919625518E-5
hCoV-19/Timor-Leste/TL21/2020|EPI_ISL_456607|2020-04-14	2020.2841530054645	3.487511229056498E-4	-7.056176154886484E-5
hCoV-19/Timor-Leste/TL18/2020|EPI_ISL_456608|2020-04-12	2020.27868852459	3.967511229056498E-4	-1.7500053313643747E-5
hCoV-19/Timor-Leste/TL23/2020|EPI_ISL_456611|2020-04-18	2020.295081967213	3.967511229056498E-4	-3.268517801864097E-5
hCoV-19/Indonesia/JB-EIJK16/2020|EPI_ISL_574606|2020-04-06	2020.2622950819673	3.937511229056498E-4	-5.31492860909058E-6
hCoV-19/Malaysia/IIUM316/2020|EPI_ISL_455312|2020-04-09	2020.2704918032787	4.4275112290564976E-4	3.609250903874382E-5
hCoV-19/Malaysia/7685/2020|EPI_ISL_506996|2020-04-10	2020.2732240437158	3.437511229056498E-4	-6.54383450788667E-5
hCoV-19/Jamaica/JM-CDC-4376/2020|EPI_ISL_450794|2020-03-11	2020.191256830601	3.427511229056498E-4	9.487278445453298E-6
hCoV-19/India/KA-nimh-1598/2020|EPI_ISL_436157|2020-04-17	2020.292349726776	6.807511229056499E-4	2.538456760989697E-4
